# source=Ensembl BioMart hsapiens_gene_ensembl (with_mmusculus_homolog)
# orthology_type=ortholog_one2one; unique human/mouse symbols
# download_date=2026-08-09
# ensembl_host=www.ensembl.org (current at download)
human_symbol	human_ensembl	mouse_symbol	mouse_ensembl	orthology_type
NDUFS1	ENSG00000023228	Ndufs1	ENSMUSG00000025968	ortholog_one2one
GLRX2	ENSG00000023572	Glrx2	ENSMUSG00000018196	ortholog_one2one
FMO1	ENSG00000010932	Fmo1	ENSMUSG00000040181	ortholog_one2one
SUPT6H	ENSG00000109111	Supt6	ENSMUSG00000002052	ortholog_one2one
DHCR24	ENSG00000116133	Dhcr24	ENSMUSG00000034926	ortholog_one2one
SYPL2	ENSG00000143028	Sypl2	ENSMUSG00000027887	ortholog_one2one
TNNC1	ENSG00000114854	Tnnc1	ENSMUSG00000091898	ortholog_one2one
SH3BP5L	ENSG00000175137	Sh3bp5l	ENSMUSG00000013646	ortholog_one2one
TBX15	ENSG00000092607	Tbx15	ENSMUSG00000027868	ortholog_one2one
KRT10	ENSG00000186395	Krt10	ENSMUSG00000019761	ortholog_one2one
ABI3BP	ENSG00000154175	Abi3bp	ENSMUSG00000035258	ortholog_one2one
KRT20	ENSG00000171431	Krt20	ENSMUSG00000035775	ortholog_one2one
GRN	ENSG00000030582	Grn	ENSMUSG00000034708	ortholog_one2one
ANGPTL3	ENSG00000132855	Angptl3	ENSMUSG00000028553	ortholog_one2one
DGKA	ENSG00000065357	Dgka	ENSMUSG00000025357	ortholog_one2one
ARPC5	ENSG00000162704	Arpc5	ENSMUSG00000008475	ortholog_one2one
JRKL	ENSG00000183340	Jrkl	ENSMUSG00000079083	ortholog_one2one
RIN1	ENSG00000174791	Rin1	ENSMUSG00000024883	ortholog_one2one
RHBDF2	ENSG00000129667	Rhbdf2	ENSMUSG00000020806	ortholog_one2one
MCOLN3	ENSG00000055732	Mcoln3	ENSMUSG00000036853	ortholog_one2one
HARBI1	ENSG00000180423	Harbi1	ENSMUSG00000027243	ortholog_one2one
PTPMT1	ENSG00000110536	Ptpmt1	ENSMUSG00000063235	ortholog_one2one
HDAC4	ENSG00000068024	Hdac4	ENSMUSG00000026313	ortholog_one2one
SMIM35	ENSG00000255274	Smim35	ENSMUSG00000091996	ortholog_one2one
NAV2	ENSG00000166833	Nav2	ENSMUSG00000052512	ortholog_one2one
MTERF2	ENSG00000120832	Mterf2	ENSMUSG00000049038	ortholog_one2one
FKBP4	ENSG00000004478	Fkbp4	ENSMUSG00000030357	ortholog_one2one
KCNA2	ENSG00000177301	Kcna2	ENSMUSG00000040724	ortholog_one2one
DDX5	ENSG00000108654	Ddx5	ENSMUSG00000020719	ortholog_one2one
PPCS	ENSG00000127125	Ppcs	ENSMUSG00000028636	ortholog_one2one
HOXC9	ENSG00000180806	Hoxc9	ENSMUSG00000036139	ortholog_one2one
SMCO3	ENSG00000179256	Smco3	ENSMUSG00000043298	ortholog_one2one
FGD4	ENSG00000139132	Fgd4	ENSMUSG00000022788	ortholog_one2one
PCGF1	ENSG00000115289	Pcgf1	ENSMUSG00000069678	ortholog_one2one
LEPR	ENSG00000116678	Lepr	ENSMUSG00000057722	ortholog_one2one
FBLN7	ENSG00000144152	Fbln7	ENSMUSG00000027386	ortholog_one2one
PRPF19	ENSG00000110107	Prpf19	ENSMUSG00000024735	ortholog_one2one
DBI	ENSG00000155368	Dbi	ENSMUSG00000026385	ortholog_one2one
SLC38A1	ENSG00000111371	Slc38a1	ENSMUSG00000023169	ortholog_one2one
CDHR5	ENSG00000099834	Cdhr5	ENSMUSG00000025497	ortholog_one2one
SNX17	ENSG00000115234	Snx17	ENSMUSG00000029146	ortholog_one2one
INTS3	ENSG00000143624	Ints3	ENSMUSG00000027933	ortholog_one2one
MED31	ENSG00000108590	Med31	ENSMUSG00000020801	ortholog_one2one
RNF167	ENSG00000108523	Rnf167	ENSMUSG00000040746	ortholog_one2one
MB21D2	ENSG00000180611	Mb21d2	ENSMUSG00000051065	ortholog_one2one
TNFSF10	ENSG00000121858	Tnfsf10	ENSMUSG00000039304	ortholog_one2one
ATP2C1	ENSG00000017260	Atp2c1	ENSMUSG00000032570	ortholog_one2one
APOB	ENSG00000084674	Apob	ENSMUSG00000020609	ortholog_one2one
SCUBE2	ENSG00000175356	Scube2	ENSMUSG00000007279	ortholog_one2one
COPZ2	ENSG00000005243	Copz2	ENSMUSG00000018672	ortholog_one2one
CEP350	ENSG00000135837	Cep350	ENSMUSG00000033671	ortholog_one2one
ACACA	ENSG00000278540	Acaca	ENSMUSG00000020532	ortholog_one2one
ERFE	ENSG00000178752	Erfe	ENSMUSG00000047443	ortholog_one2one
MED19	ENSG00000156603	Med19	ENSMUSG00000027080	ortholog_one2one
FHIP1B	ENSG00000051009	Fhip1b	ENSMUSG00000044465	ortholog_one2one
MALL	ENSG00000144063	Mall	ENSMUSG00000027377	ortholog_one2one
KLHDC8A	ENSG00000162873	Klhdc8a	ENSMUSG00000042115	ortholog_one2one
ACYP2	ENSG00000170634	Acyp2	ENSMUSG00000060923	ortholog_one2one
RTKN	ENSG00000114993	Rtkn	ENSMUSG00000034930	ortholog_one2one
MRGPRF	ENSG00000172935	Mrgprf	ENSMUSG00000031070	ortholog_one2one
NDUFA10	ENSG00000130414	Ndufa10	ENSMUSG00000026260	ortholog_one2one
C11orf16	ENSG00000176029	BC051019	ENSMUSG00000031022	ortholog_one2one
PUS7L	ENSG00000129317	Pus7l	ENSMUSG00000033356	ortholog_one2one
METTL15	ENSG00000169519	Mettl15	ENSMUSG00000057234	ortholog_one2one
NFE2L1	ENSG00000082641	Nfe2l1	ENSMUSG00000038615	ortholog_one2one
IFT81	ENSG00000122970	Ift81	ENSMUSG00000029469	ortholog_one2one
VPS13D	ENSG00000048707	Vps13d	ENSMUSG00000020220	ortholog_one2one
LRRC4C	ENSG00000148948	Lrrc4c	ENSMUSG00000050587	ortholog_one2one
CANT1	ENSG00000171302	Cant1	ENSMUSG00000025575	ortholog_one2one
MRPL48	ENSG00000175581	Mrpl48	ENSMUSG00000030706	ortholog_one2one
PSMB3	ENSG00000277791	Psmb3	ENSMUSG00000069744	ortholog_one2one
GPS2	ENSG00000132522	Gps2	ENSMUSG00000023170	ortholog_one2one
PTS	ENSG00000150787	Pts	ENSMUSG00000032067	ortholog_one2one
CCDC60	ENSG00000183273	Ccdc60	ENSMUSG00000043913	ortholog_one2one
SRSF10	ENSG00000188529	Srsf10	ENSMUSG00000028676	ortholog_one2one
DNM1L	ENSG00000087470	Dnm1l	ENSMUSG00000022789	ortholog_one2one
SLC66A3	ENSG00000162976	Slc66a3	ENSMUSG00000045679	ortholog_one2one
UQCC3	ENSG00000204922	Uqcc3	ENSMUSG00000071654	ortholog_one2one
CDC42BPG	ENSG00000171219	Cdc42bpg	ENSMUSG00000024769	ortholog_one2one
BCL11A	ENSG00000119866	Bcl11a	ENSMUSG00000000861	ortholog_one2one
C2CD3	ENSG00000168014	C2cd3	ENSMUSG00000047248	ortholog_one2one
ZNF692	ENSG00000171163	Zfp692	ENSMUSG00000037243	ortholog_one2one
ATG9A	ENSG00000198925	Atg9a	ENSMUSG00000033124	ortholog_one2one
ST6GALNAC1	ENSG00000070526	St6galnac1	ENSMUSG00000009588	ortholog_one2one
EVI2B	ENSG00000185862	Evi2b	ENSMUSG00000093938	ortholog_one2one
CD81	ENSG00000110651	Cd81	ENSMUSG00000037706	ortholog_one2one
GCGR	ENSG00000215644	Gcgr	ENSMUSG00000025127	ortholog_one2one
PTPN5	ENSG00000110786	Ptpn5	ENSMUSG00000030854	ortholog_one2one
AKT3	ENSG00000117020	Akt3	ENSMUSG00000019699	ortholog_one2one
PIMREG	ENSG00000129195	Pimreg	ENSMUSG00000020808	ortholog_one2one
DNAJC24	ENSG00000170946	Dnajc24	ENSMUSG00000027166	ortholog_one2one
API5	ENSG00000166181	Api5	ENSMUSG00000027193	ortholog_one2one
RPRD2	ENSG00000163125	Rprd2	ENSMUSG00000028106	ortholog_one2one
FGF11	ENSG00000161958	Fgf11	ENSMUSG00000042826	ortholog_one2one
MTX2	ENSG00000128654	Mtx2	ENSMUSG00000027099	ortholog_one2one
BCAS3	ENSG00000141376	Bcas3	ENSMUSG00000059439	ortholog_one2one
PRICKLE2	ENSG00000163637	Prickle2	ENSMUSG00000030020	ortholog_one2one
SLC49A4	ENSG00000138463	Slc49a4	ENSMUSG00000022848	ortholog_one2one
ABTB1	ENSG00000114626	Abtb1	ENSMUSG00000030083	ortholog_one2one
FBXO48	ENSG00000204923	Fbxo48	ENSMUSG00000044966	ortholog_one2one
SP140	ENSG00000079263	Sp100	ENSMUSG00000026222	ortholog_one2one
CDC42EP2	ENSG00000149798	Cdc42ep2	ENSMUSG00000045664	ortholog_one2one
BLOC1S1	ENSG00000135441	Bloc1s1	ENSMUSG00000090247	ortholog_one2one
PSMD4	ENSG00000159352	Psmd4	ENSMUSG00000005625	ortholog_one2one
OSBP	ENSG00000110048	Osbp	ENSMUSG00000024687	ortholog_one2one
NR4A1	ENSG00000123358	Nr4a1	ENSMUSG00000023034	ortholog_one2one
CENPX	ENSG00000169689	Cenpx	ENSMUSG00000025144	ortholog_one2one
CHID1	ENSG00000177830	Chid1	ENSMUSG00000025512	ortholog_one2one
YEATS2	ENSG00000163872	Yeats2	ENSMUSG00000041215	ortholog_one2one
SPMAP1	ENSG00000275489	Spmap1	ENSMUSG00000018543	ortholog_one2one
RPA1	ENSG00000132383	Rpa1	ENSMUSG00000000751	ortholog_one2one
TMBIM4	ENSG00000155957	Tmbim4	ENSMUSG00000020225	ortholog_one2one
LAMTOR2	ENSG00000116586	Lamtor2	ENSMUSG00000028062	ortholog_one2one
NAGS	ENSG00000161653	Nags	ENSMUSG00000048217	ortholog_one2one
POLR2D	ENSG00000144231	Polr2d	ENSMUSG00000024258	ortholog_one2one
PLCD3	ENSG00000161714	Plcd3	ENSMUSG00000020937	ortholog_one2one
C12orf71	ENSG00000214700	1700034J05Rik	ENSMUSG00000040163	ortholog_one2one
LTBR	ENSG00000111321	Ltbr	ENSMUSG00000030339	ortholog_one2one
DDX18	ENSG00000088205	Ddx18	ENSMUSG00000001674	ortholog_one2one
LRRC3B	ENSG00000179796	Lrrc3b	ENSMUSG00000045201	ortholog_one2one
SERPINI2	ENSG00000114204	Serpini2	ENSMUSG00000034139	ortholog_one2one
PLEKHM1	ENSG00000225190	Plekhm1	ENSMUSG00000034247	ortholog_one2one
THPO	ENSG00000090534	Thpo	ENSMUSG00000022847	ortholog_one2one
GTF2A1L	ENSG00000242441	Gtf2a1l	ENSMUSG00000024154	ortholog_one2one
SPHK1	ENSG00000176170	Sphk1	ENSMUSG00000061878	ortholog_one2one
MAPKAPK5	ENSG00000089022	Mapkapk5	ENSMUSG00000029454	ortholog_one2one
ALDH1L1	ENSG00000144908	Aldh1l1	ENSMUSG00000030088	ortholog_one2one
TMEM87B	ENSG00000153214	Tmem87b	ENSMUSG00000014353	ortholog_one2one
USP43	ENSG00000154914	Usp43	ENSMUSG00000020905	ortholog_one2one
EMC1	ENSG00000127463	Emc1	ENSMUSG00000078517	ortholog_one2one
TSGA10	ENSG00000135951	Tsga10	ENSMUSG00000060771	ortholog_one2one
TSPAN10	ENSG00000182612	Tspan10	ENSMUSG00000039691	ortholog_one2one
NT5C	ENSG00000125458	Nt5c	ENSMUSG00000020736	ortholog_one2one
FGF6	ENSG00000111241	Fgf6	ENSMUSG00000000183	ortholog_one2one
TMEM25	ENSG00000149582	Tmem25	ENSMUSG00000002032	ortholog_one2one
RAD51C	ENSG00000108384	Rad51c	ENSMUSG00000007646	ortholog_one2one
NAA25	ENSG00000111300	Naa25	ENSMUSG00000042719	ortholog_one2one
PSMC5	ENSG00000087191	Psmc5	ENSMUSG00000020708	ortholog_one2one
BABAM2	ENSG00000158019	Babam2	ENSMUSG00000052139	ortholog_one2one
ANO9	ENSG00000185101	Ano9	ENSMUSG00000054662	ortholog_one2one
WNT3	ENSG00000108379	Wnt3	ENSMUSG00000000125	ortholog_one2one
NCAPD2	ENSG00000010292	Ncapd2	ENSMUSG00000038252	ortholog_one2one
NARF	ENSG00000141562	Narf	ENSMUSG00000000056	ortholog_one2one
SMARCC1	ENSG00000173473	Smarcc1	ENSMUSG00000032481	ortholog_one2one
CEP57	ENSG00000166037	Cep57	ENSMUSG00000031922	ortholog_one2one
PTPN22	ENSG00000134242	Ptpn22	ENSMUSG00000027843	ortholog_one2one
DES	ENSG00000175084	Des	ENSMUSG00000026208	ortholog_one2one
LMO1	ENSG00000166407	Lmo1	ENSMUSG00000036111	ortholog_one2one
TOP2A	ENSG00000131747	Top2a	ENSMUSG00000020914	ortholog_one2one
CORO1C	ENSG00000110880	Coro1c	ENSMUSG00000004530	ortholog_one2one
AASDHPPT	ENSG00000149313	Aasdhppt	ENSMUSG00000025894	ortholog_one2one
ACAT1	ENSG00000075239	Acat1	ENSMUSG00000032047	ortholog_one2one
TRAPPC1	ENSG00000170043	Trappc1	ENSMUSG00000049299	ortholog_one2one
SFPQ	ENSG00000116560	Sfpq	ENSMUSG00000028820	ortholog_one2one
TBX2	ENSG00000121068	Tbx2	ENSMUSG00000000093	ortholog_one2one
CCDC43	ENSG00000180329	Ccdc43	ENSMUSG00000020925	ortholog_one2one
RUNDC3A	ENSG00000108309	Rundc3a	ENSMUSG00000006575	ortholog_one2one
MRE11	ENSG00000020922	Mre11a	ENSMUSG00000031928	ortholog_one2one
TMEM116	ENSG00000198270	Tmem116	ENSMUSG00000029452	ortholog_one2one
HDAC1	ENSG00000116478	Hdac1	ENSMUSG00000028800	ortholog_one2one
CHMP6	ENSG00000176108	Chmp6	ENSMUSG00000025371	ortholog_one2one
FAM222B	ENSG00000173065	Fam222b	ENSMUSG00000037750	ortholog_one2one
ITGA4	ENSG00000115232	Itga4	ENSMUSG00000027009	ortholog_one2one
PTPN23	ENSG00000076201	Ptpn23	ENSMUSG00000036057	ortholog_one2one
MPP2	ENSG00000108852	Mpp2	ENSMUSG00000017314	ortholog_one2one
DISP3	ENSG00000204624	Disp3	ENSMUSG00000041544	ortholog_one2one
CSRNP1	ENSG00000144655	Csrnp1	ENSMUSG00000032515	ortholog_one2one
GOLGA3	ENSG00000090615	Golga3	ENSMUSG00000029502	ortholog_one2one
KDM1A	ENSG00000004487	Kdm1a	ENSMUSG00000036940	ortholog_one2one
CFAP65	ENSG00000181378	Cfap65	ENSMUSG00000047021	ortholog_one2one
RRM1	ENSG00000167325	Rrm1	ENSMUSG00000030978	ortholog_one2one
IP6K2	ENSG00000068745	Ip6k2	ENSMUSG00000032599	ortholog_one2one
KANSL3	ENSG00000114982	Kansl3	ENSMUSG00000010453	ortholog_one2one
TMEM79	ENSG00000163472	Tmem79	ENSMUSG00000001420	ortholog_one2one
RPUSD4	ENSG00000165526	Rpusd4	ENSMUSG00000032044	ortholog_one2one
ABCA9	ENSG00000154258	Abca9	ENSMUSG00000041797	ortholog_one2one
CFAP57	ENSG00000243710	Cfap57	ENSMUSG00000028730	ortholog_one2one
PCF11	ENSG00000165494	Pcf11	ENSMUSG00000041328	ortholog_one2one
CDK5R1	ENSG00000176749	Cdk5r1	ENSMUSG00000048895	ortholog_one2one
VWCE	ENSG00000167992	Vwce	ENSMUSG00000043789	ortholog_one2one
ADCY10	ENSG00000143199	Adcy10	ENSMUSG00000026567	ortholog_one2one
RYK	ENSG00000163785	Ryk	ENSMUSG00000032547	ortholog_one2one
RESF1	ENSG00000174718	Resf1	ENSMUSG00000032712	ortholog_one2one
VPS29	ENSG00000111237	Vps29	ENSMUSG00000029462	ortholog_one2one
CTPS1	ENSG00000171793	Ctps1	ENSMUSG00000028633	ortholog_one2one
ATP23	ENSG00000166896	Atp23	ENSMUSG00000025436	ortholog_one2one
CCDC13	ENSG00000244607	Ccdc13	ENSMUSG00000079235	ortholog_one2one
TMPRSS4	ENSG00000137648	Tmprss4	ENSMUSG00000032091	ortholog_one2one
NACA	ENSG00000196531	Naca	ENSMUSG00000061315	ortholog_one2one
FEZ2	ENSG00000171055	Fez2	ENSMUSG00000056121	ortholog_one2one
TTC21A	ENSG00000168026	Ttc21a	ENSMUSG00000032514	ortholog_one2one
PPP1R15B	ENSG00000158615	Ppp1r15b	ENSMUSG00000046062	ortholog_one2one
MTMR11	ENSG00000014914	Mtmr11	ENSMUSG00000045934	ortholog_one2one
RAMP1	ENSG00000132329	Ramp1	ENSMUSG00000034353	ortholog_one2one
HRH1	ENSG00000196639	Hrh1	ENSMUSG00000053004	ortholog_one2one
IGFBP2	ENSG00000115457	Igfbp2	ENSMUSG00000039323	ortholog_one2one
RBP1	ENSG00000114115	Rbp1	ENSMUSG00000046402	ortholog_one2one
TOGARAM2	ENSG00000189350	Togaram2	ENSMUSG00000045761	ortholog_one2one
SLCO2A1	ENSG00000174640	Slco2a1	ENSMUSG00000032548	ortholog_one2one
NCKAP5	ENSG00000176771	Nckap5	ENSMUSG00000049690	ortholog_one2one
PEX14	ENSG00000142655	Pex14	ENSMUSG00000028975	ortholog_one2one
SIDT2	ENSG00000149577	Sidt2	ENSMUSG00000034908	ortholog_one2one
KCNS3	ENSG00000170745	Kcns3	ENSMUSG00000043673	ortholog_one2one
TAMM41	ENSG00000144559	Tamm41	ENSMUSG00000030316	ortholog_one2one
AMMECR1L	ENSG00000144233	Ammecr1l	ENSMUSG00000041915	ortholog_one2one
DCTN2	ENSG00000175203	Dctn2	ENSMUSG00000025410	ortholog_one2one
DDX1	ENSG00000079785	Ddx1	ENSMUSG00000037149	ortholog_one2one
RAB6A	ENSG00000175582	Rab6a	ENSMUSG00000030704	ortholog_one2one
BDH1	ENSG00000161267	Bdh1	ENSMUSG00000046598	ortholog_one2one
ULK1	ENSG00000177169	Ulk1	ENSMUSG00000029512	ortholog_one2one
PLEKHG5	ENSG00000171680	Plekhg5	ENSMUSG00000039713	ortholog_one2one
ARL6IP5	ENSG00000144746	Arl6ip5	ENSMUSG00000035199	ortholog_one2one
CAPS2	ENSG00000180881	Caps2	ENSMUSG00000035694	ortholog_one2one
NLRP6	ENSG00000174885	Nlrp6	ENSMUSG00000038745	ortholog_one2one
TMEM108	ENSG00000144868	Tmem108	ENSMUSG00000042757	ortholog_one2one
DPP3	ENSG00000254986	Dpp3	ENSMUSG00000063904	ortholog_one2one
ACAP2	ENSG00000114331	Acap2	ENSMUSG00000049076	ortholog_one2one
RFC5	ENSG00000111445	Rfc5	ENSMUSG00000029363	ortholog_one2one
SLC51A	ENSG00000163959	Slc51a	ENSMUSG00000035699	ortholog_one2one
SRPRB	ENSG00000144867	Srprb	ENSMUSG00000032553	ortholog_one2one
GABPB2	ENSG00000143458	Gabpb2	ENSMUSG00000038766	ortholog_one2one
NAA50	ENSG00000121579	Naa50	ENSMUSG00000022698	ortholog_one2one
KCNJ1	ENSG00000151704	Kcnj1	ENSMUSG00000041248	ortholog_one2one
TARBP2	ENSG00000139546	Tarbp2	ENSMUSG00000023051	ortholog_one2one
ABHD6	ENSG00000163686	Abhd6	ENSMUSG00000025277	ortholog_one2one
ROBO4	ENSG00000154133	Robo4	ENSMUSG00000032125	ortholog_one2one
TMEM178A	ENSG00000152154	Tmem178	ENSMUSG00000024245	ortholog_one2one
EIF5B	ENSG00000158417	Eif5b	ENSMUSG00000026083	ortholog_one2one
FABP3	ENSG00000121769	Fabp3	ENSMUSG00000028773	ortholog_one2one
TAFA1	ENSG00000183662	Tafa1	ENSMUSG00000059187	ortholog_one2one
NR2C2	ENSG00000177463	Nr2c2	ENSMUSG00000005893	ortholog_one2one
SOX5	ENSG00000134532	Sox5	ENSMUSG00000041540	ortholog_one2one
LAPTM5	ENSG00000162511	Laptm5	ENSMUSG00000028581	ortholog_one2one
EGR4	ENSG00000135625	Egr4	ENSMUSG00000071341	ortholog_one2one
GAREM2	ENSG00000157833	Garem2	ENSMUSG00000044576	ortholog_one2one
NOSTRIN	ENSG00000163072	Nostrin	ENSMUSG00000034738	ortholog_one2one
ANKRD28	ENSG00000206560	Ankrd28	ENSMUSG00000014496	ortholog_one2one
PAN2	ENSG00000135473	Pan2	ENSMUSG00000005682	ortholog_one2one
HPX	ENSG00000110169	Hpx	ENSMUSG00000030895	ortholog_one2one
CD86	ENSG00000114013	Cd86	ENSMUSG00000022901	ortholog_one2one
IARS2	ENSG00000067704	Iars2	ENSMUSG00000026618	ortholog_one2one
XPC	ENSG00000154767	Xpc	ENSMUSG00000030094	ortholog_one2one
FAM124B	ENSG00000124019	Fam124b	ENSMUSG00000043230	ortholog_one2one
QPCT	ENSG00000115828	Qpct	ENSMUSG00000024084	ortholog_one2one
CCKBR	ENSG00000110148	Cckbr	ENSMUSG00000030898	ortholog_one2one
UBA7	ENSG00000182179	Uba7	ENSMUSG00000032596	ortholog_one2one
SLC5A7	ENSG00000115665	Slc5a7	ENSMUSG00000023945	ortholog_one2one
NXPE4	ENSG00000137634	Nxpe4	ENSMUSG00000044229	ortholog_one2one
PTRHD1	ENSG00000184924	Ptrhd1	ENSMUSG00000096199	ortholog_one2one
PTCD3	ENSG00000132300	Ptcd3	ENSMUSG00000063884	ortholog_one2one
CNGA4	ENSG00000132259	Cnga4	ENSMUSG00000030897	ortholog_one2one
TMEM200B	ENSG00000253304	Tmem200b	ENSMUSG00000070720	ortholog_one2one
DPAGT1	ENSG00000172269	Dpagt1	ENSMUSG00000032123	ortholog_one2one
RNFT2	ENSG00000135119	Rnft2	ENSMUSG00000032850	ortholog_one2one
SPRING1	ENSG00000111412	Spring1	ENSMUSG00000032840	ortholog_one2one
YAF2	ENSG00000015153	Yaf2	ENSMUSG00000022634	ortholog_one2one
PTX3	ENSG00000163661	Ptx3	ENSMUSG00000027832	ortholog_one2one
FAM107A	ENSG00000168309	Fam107a	ENSMUSG00000021750	ortholog_one2one
VPS37B	ENSG00000139722	Vps37b	ENSMUSG00000066278	ortholog_one2one
HIPK3	ENSG00000110422	Hipk3	ENSMUSG00000027177	ortholog_one2one
MGST1	ENSG00000008394	Mgst1	ENSMUSG00000008540	ortholog_one2one
CDC42BPA	ENSG00000143776	Cdc42bpa	ENSMUSG00000026490	ortholog_one2one
MLH1	ENSG00000076242	Mlh1	ENSMUSG00000032498	ortholog_one2one
ETV6	ENSG00000139083	Etv6	ENSMUSG00000030199	ortholog_one2one
NAP1L4	ENSG00000205531	Nap1l4	ENSMUSG00000059119	ortholog_one2one
FOXN4	ENSG00000139445	Foxn4	ENSMUSG00000042002	ortholog_one2one
PKP4	ENSG00000144283	Pkp4	ENSMUSG00000026991	ortholog_one2one
LPAR5	ENSG00000184574	Lpar5	ENSMUSG00000067714	ortholog_one2one
RASAL1	ENSG00000111344	Rasal1	ENSMUSG00000029602	ortholog_one2one
KCNN3	ENSG00000143603	Kcnn3	ENSMUSG00000000794	ortholog_one2one
CHCHD5	ENSG00000125611	Chchd5	ENSMUSG00000037938	ortholog_one2one
ASDURF	ENSG00000286053	Asdurf	ENSMUSG00000117809	ortholog_one2one
RANBP2	ENSG00000153201	Ranbp2	ENSMUSG00000003226	ortholog_one2one
TESC	ENSG00000088992	Tescl	ENSMUSG00000055826	ortholog_one2one
RPS6KC1	ENSG00000136643	Rps6kc1	ENSMUSG00000089872	ortholog_one2one
CCNT1	ENSG00000129315	Ccnt1	ENSMUSG00000011960	ortholog_one2one
CDCA7	ENSG00000144354	Cdca7	ENSMUSG00000055612	ortholog_one2one
KRR1	ENSG00000111615	Krr1	ENSMUSG00000063334	ortholog_one2one
RAPGEF4	ENSG00000091428	Rapgef4	ENSMUSG00000049044	ortholog_one2one
MRPL3	ENSG00000114686	Mrpl3	ENSMUSG00000032563	ortholog_one2one
CD5L	ENSG00000073754	Cd5l	ENSMUSG00000015854	ortholog_one2one
GNAT1	ENSG00000114349	Gnat1	ENSMUSG00000034837	ortholog_one2one
TEX55	ENSG00000163424	Tex55	ENSMUSG00000022798	ortholog_one2one
VGLL3	ENSG00000206538	Vgll3	ENSMUSG00000091243	ortholog_one2one
C2orf76	ENSG00000186132	3110009E18Rik	ENSMUSG00000026388	ortholog_one2one
RER1	ENSG00000157916	Rer1	ENSMUSG00000029048	ortholog_one2one
ATR	ENSG00000175054	Atr	ENSMUSG00000032409	ortholog_one2one
ACTR2	ENSG00000138071	Actr2	ENSMUSG00000020152	ortholog_one2one
ERICH2	ENSG00000204334	Erich2	ENSMUSG00000075302	ortholog_one2one
PDE11A	ENSG00000128655	Pde11a	ENSMUSG00000075270	ortholog_one2one
MAP4	ENSG00000047849	Map4	ENSMUSG00000032479	ortholog_one2one
ECE1	ENSG00000117298	Ece1	ENSMUSG00000057530	ortholog_one2one
MRPL44	ENSG00000135900	Mrpl44	ENSMUSG00000026248	ortholog_one2one
HOXD8	ENSG00000175879	Hoxd8	ENSMUSG00000027102	ortholog_one2one
GMPPA	ENSG00000144591	Gmppa	ENSMUSG00000033021	ortholog_one2one
KLHL20	ENSG00000076321	Klhl20	ENSMUSG00000026705	ortholog_one2one
TIGD3	ENSG00000173825	Tigd3	ENSMUSG00000044390	ortholog_one2one
GAL3ST3	ENSG00000175229	Gal3st3	ENSMUSG00000047658	ortholog_one2one
ZBTB16	ENSG00000109906	Zbtb16	ENSMUSG00000066687	ortholog_one2one
ANKRD13D	ENSG00000172932	Ankrd13d	ENSMUSG00000005986	ortholog_one2one
KDM4A	ENSG00000066135	Kdm4a	ENSMUSG00000033326	ortholog_one2one
STRADB	ENSG00000082146	Stradb	ENSMUSG00000026027	ortholog_one2one
UBIAD1	ENSG00000120942	Ubiad1	ENSMUSG00000047719	ortholog_one2one
VCAM1	ENSG00000162692	Vcam1	ENSMUSG00000027962	ortholog_one2one
P4HA3	ENSG00000149380	P4ha3	ENSMUSG00000051048	ortholog_one2one
HS2ST1	ENSG00000153936	Hs2st1	ENSMUSG00000040151	ortholog_one2one
C1orf198	ENSG00000119280	2310022B05Rik	ENSMUSG00000031983	ortholog_one2one
CSRNP3	ENSG00000178662	Csrnp3	ENSMUSG00000044647	ortholog_one2one
SBF2	ENSG00000133812	Sbf2	ENSMUSG00000038371	ortholog_one2one
TLCD4	ENSG00000152078	Tlcd4	ENSMUSG00000028132	ortholog_one2one
TWIST2	ENSG00000233608	Twist2	ENSMUSG00000007805	ortholog_one2one
GPC1	ENSG00000063660	Gpc1	ENSMUSG00000034220	ortholog_one2one
DENND2C	ENSG00000175984	Dennd2c	ENSMUSG00000007379	ortholog_one2one
G6PC2	ENSG00000152254	G6pc2	ENSMUSG00000005232	ortholog_one2one
TTN	ENSG00000155657	Ttn	ENSMUSG00000051747	ortholog_one2one
DR1	ENSG00000117505	Dr1	ENSMUSG00000029265	ortholog_one2one
S100A11	ENSG00000163191	S100a11	ENSMUSG00000027907	ortholog_one2one
ARHGAP42	ENSG00000165895	Arhgap42	ENSMUSG00000050730	ortholog_one2one
CYP4X1	ENSG00000186377	Cyp4x1	ENSMUSG00000047155	ortholog_one2one
LDHC	ENSG00000166796	Ldhc	ENSMUSG00000030851	ortholog_one2one
DNALI1	ENSG00000163879	Dnali1	ENSMUSG00000042707	ortholog_one2one
ZNF660	ENSG00000144792	Zfp660	ENSMUSG00000111063	ortholog_one2one
TM4SF19	ENSG00000145107	Tm4sf19	ENSMUSG00000079625	ortholog_one2one
NMNAT3	ENSG00000163864	Nmnat3	ENSMUSG00000032456	ortholog_one2one
TMEM216	ENSG00000187049	Tmem216	ENSMUSG00000024667	ortholog_one2one
FAM162A	ENSG00000114023	Fam162a	ENSMUSG00000003955	ortholog_one2one
MS4A7	ENSG00000166927	Ms4a7	ENSMUSG00000024672	ortholog_one2one
ZPLD1	ENSG00000170044	Zpld1	ENSMUSG00000064310	ortholog_one2one
PTPRC	ENSG00000081237	Ptprc	ENSMUSG00000026395	ortholog_one2one
